from;to;energy-produced-Wh;has_image;is_first_with_image_that_day;is_last_with_image_that_day;atday
2024-02-12 13:20:00;2024-02-12 13:30:00;290.3613333354394;True;False;False;True
2024-02-12 13:30:00;2024-02-12 13:40:00;398.38000000019866;True;False;False;True
2024-02-12 13:40:00;2024-02-12 13:50:00;519.8759999995431;True;False;False;True
2024-02-12 13:50:00;2024-02-12 14:00:00;641.3719999988874;True;False;False;True
2024-02-12 14:00:00;2024-02-12 14:10:00;728.1433333357177;True;False;False;True
2024-02-12 14:10:00;2024-02-12 14:20:00;748.6016666665673;True;False;False;True
2024-02-12 14:20:00;2024-02-12 14:30:00;769.0599999974171;True;False;False;True
2024-02-12 14:30:00;2024-02-12 14:40:00;384.5493333339691;True;False;False;True
2024-02-12 14:40:00;2024-02-12 14:50:00;263.77766666809714;True;False;False;True
2024-02-12 14:50:00;2024-02-12 15:00:00;143.00600000222522;True;False;False;True
2024-02-12 15:00:00;2024-02-12 15:10:00;241.30133333305525;True;False;False;True
2024-02-12 15:10:00;2024-02-12 15:20:00;194.41433333108824;True;False;False;True
2024-02-12 15:20:00;2024-02-12 15:30:00;147.52733332912126;True;False;False;True
2024-02-12 15:30:00;2024-02-12 15:40:00;49.45133333404859;True;False;False;True
2024-02-12 15:40:00;2024-02-12 15:50:00;52.90700000027816;True;False;False;True
2024-02-12 15:50:00;2024-02-12 16:00:00;56.36266666650772;True;False;False;True
2024-02-12 16:00:00;2024-02-12 16:10:00;55.0380000025034;True;False;False;True
2024-02-12 16:10:00;2024-02-12 16:20:00;36.5080000013113;True;False;False;True
2024-02-12 16:20:00;2024-02-12 16:30:00;17.978000000119206;True;False;False;True
2024-02-12 16:30:00;2024-02-12 16:40:00;22.719999998807907;True;False;False;True
2024-02-12 16:40:00;2024-02-12 16:50:00;21.870333333810173;True;False;False;True
2024-02-12 16:50:00;2024-02-12 17:00:00;21.020666668812435;True;False;False;True
2024-02-12 17:00:00;2024-02-12 17:10:00;0.0;True;False;True;True
2024-02-12 17:10:00;2024-02-12 17:20:00;0.0;False;False;False;False
2024-02-12 17:20:00;2024-02-12 17:30:00;0.0;False;False;False;False
2024-02-12 17:30:00;2024-02-12 17:40:00;0.0;False;False;False;False
2024-02-12 17:40:00;2024-02-12 17:50:00;0.0;False;False;False;False
2024-02-12 17:50:00;2024-02-12 18:00:00;0.0;False;False;False;False
2024-02-12 18:00:00;2024-02-12 18:10:00;0.0;False;False;False;False
2024-02-12 18:10:00;2024-02-12 18:20:00;0.0;False;False;False;False
2024-02-12 18:20:00;2024-02-12 18:30:00;0.0;False;False;False;False
2024-02-12 18:30:00;2024-02-12 18:40:00;0.0;False;False;False;False
2024-02-12 18:40:00;2024-02-12 18:50:00;0.0;False;False;False;False
2024-02-12 18:50:00;2024-02-12 19:00:00;0.0;False;False;False;False
2024-02-12 19:00:00;2024-02-12 19:10:00;0.0;False;False;False;False
2024-02-12 19:10:00;2024-02-12 19:20:00;0.0;False;False;False;False
2024-02-12 19:20:00;2024-02-12 19:30:00;0.0;False;False;False;False
2024-02-12 19:30:00;2024-02-12 19:40:00;0.0;False;False;False;False
2024-02-12 19:40:00;2024-02-12 19:50:00;0.0;False;False;False;False
2024-02-12 19:50:00;2024-02-12 20:00:00;0.0;False;False;False;False
2024-02-12 20:00:00;2024-02-12 20:10:00;0.0;False;False;False;False
2024-02-12 20:10:00;2024-02-12 20:20:00;0.0;False;False;False;False
2024-02-12 20:20:00;2024-02-12 20:30:00;0.0;False;False;False;False
2024-02-12 20:30:00;2024-02-12 20:40:00;0.0;False;False;False;False
2024-02-12 20:40:00;2024-02-12 20:50:00;0.0;False;False;False;False
2024-02-12 20:50:00;2024-02-12 21:00:00;0.0;False;False;False;False
2024-02-12 21:00:00;2024-02-12 21:10:00;0.0;False;False;False;False
2024-02-12 21:10:00;2024-02-12 21:20:00;0.0;False;False;False;False
2024-02-12 21:20:00;2024-02-12 21:30:00;0.0;False;False;False;False
2024-02-12 21:30:00;2024-02-12 21:40:00;0.0;False;False;False;False
2024-02-12 21:40:00;2024-02-12 21:50:00;0.0;False;False;False;False
2024-02-12 21:50:00;2024-02-12 22:00:00;0.0;False;False;False;False
2024-02-12 22:00:00;2024-02-12 22:10:00;0.0;False;False;False;False
2024-02-12 22:10:00;2024-02-12 22:20:00;0.0;False;False;False;False
2024-02-12 22:20:00;2024-02-12 22:30:00;0.0;False;False;False;False
2024-02-12 22:30:00;2024-02-12 22:40:00;0.0;False;False;False;False
2024-02-12 22:40:00;2024-02-12 22:50:00;0.0;False;False;False;False
2024-02-12 22:50:00;2024-02-12 23:00:00;0.0;False;False;False;False
2024-02-12 23:00:00;2024-02-12 23:10:00;0.0;False;False;False;False
2024-02-12 23:10:00;2024-02-12 23:20:00;0.0;False;False;False;False
2024-02-12 23:20:00;2024-02-12 23:30:00;0.0;False;False;False;False
2024-02-12 23:30:00;2024-02-12 23:40:00;0.0;False;False;False;False
2024-02-12 23:40:00;2024-02-12 23:50:00;0.0;False;False;False;False
2024-02-12 23:50:00;2024-02-13 00:00:00;0.0;False;False;False;False
2024-02-13 00:00:00;2024-02-13 00:10:00;0.0;False;False;False;False
2024-02-13 00:10:00;2024-02-13 00:20:00;0.0;False;False;False;False
2024-02-13 00:20:00;2024-02-13 00:30:00;0.0;False;False;False;False
2024-02-13 00:30:00;2024-02-13 00:40:00;0.0;False;False;False;False
2024-02-13 00:40:00;2024-02-13 00:50:00;0.0;False;False;False;False
2024-02-13 00:50:00;2024-02-13 01:00:00;0.0;False;False;False;False
2024-02-13 01:00:00;2024-02-13 01:10:00;0.0;False;False;False;False
2024-02-13 01:10:00;2024-02-13 01:20:00;0.0;False;False;False;False
2024-02-13 01:20:00;2024-02-13 01:30:00;0.0;False;False;False;False
2024-02-13 01:30:00;2024-02-13 01:40:00;0.0;False;False;False;False
2024-02-13 01:40:00;2024-02-13 01:50:00;0.0;False;False;False;False
2024-02-13 01:50:00;2024-02-13 02:00:00;0.0;False;False;False;False
2024-02-13 02:00:00;2024-02-13 02:10:00;0.0;False;False;False;False
2024-02-13 02:10:00;2024-02-13 02:20:00;0.0;False;False;False;False
2024-02-13 02:20:00;2024-02-13 02:30:00;0.0;False;False;False;False
2024-02-13 02:30:00;2024-02-13 02:40:00;0.0;False;False;False;False
2024-02-13 02:40:00;2024-02-13 02:50:00;0.0;False;False;False;False
2024-02-13 02:50:00;2024-02-13 03:00:00;0.0;False;False;False;False
2024-02-13 03:00:00;2024-02-13 03:10:00;0.0;False;False;False;False
2024-02-13 03:10:00;2024-02-13 03:20:00;0.0;False;False;False;False
2024-02-13 03:20:00;2024-02-13 03:30:00;0.0;False;False;False;False
2024-02-13 03:30:00;2024-02-13 03:40:00;0.0;False;False;False;False
2024-02-13 03:40:00;2024-02-13 03:50:00;0.0;False;False;False;False
2024-02-13 03:50:00;2024-02-13 04:00:00;0.0;False;False;False;False
2024-02-13 04:00:00;2024-02-13 04:10:00;0.0;False;False;False;False
2024-02-13 04:10:00;2024-02-13 04:20:00;0.0;False;False;False;False
2024-02-13 04:20:00;2024-02-13 04:30:00;0.0;False;False;False;False
2024-02-13 04:30:00;2024-02-13 04:40:00;0.0;False;False;False;False
2024-02-13 04:40:00;2024-02-13 04:50:00;0.0;False;False;False;False
2024-02-13 04:50:00;2024-02-13 05:00:00;0.0;False;False;False;False
2024-02-13 05:00:00;2024-02-13 05:10:00;0.0;False;False;False;False
2024-02-13 05:10:00;2024-02-13 05:20:00;0.0;False;False;False;False
2024-02-13 05:20:00;2024-02-13 05:30:00;0.0;False;False;False;False
2024-02-13 05:30:00;2024-02-13 05:40:00;0.0;False;False;False;False
2024-02-13 05:40:00;2024-02-13 05:50:00;0.0;False;False;False;False
2024-02-13 05:50:00;2024-02-13 06:00:00;0.0;False;False;False;False
2024-02-13 06:00:00;2024-02-13 06:10:00;0.0;False;False;False;False
2024-02-13 06:10:00;2024-02-13 06:20:00;0.0;False;False;False;False
2024-02-13 06:20:00;2024-02-13 06:30:00;0.0;False;False;False;False
2024-02-13 06:30:00;2024-02-13 06:40:00;0.0;False;False;False;False
2024-02-13 06:40:00;2024-02-13 06:50:00;0.0;False;False;False;False
2024-02-13 06:50:00;2024-02-13 07:00:00;0.0;False;False;False;False
2024-02-13 07:00:00;2024-02-13 07:10:00;0.0;False;False;False;False
2024-02-13 07:10:00;2024-02-13 07:20:00;0.0;False;False;False;False
2024-02-13 07:20:00;2024-02-13 07:30:00;0.0;False;False;False;False
2024-02-13 07:30:00;2024-02-13 07:40:00;0.0;True;True;False;True
2024-02-13 07:40:00;2024-02-13 07:50:00;0.3916666656732559;True;False;False;True
2024-02-13 07:50:00;2024-02-13 08:00:00;0.7833333313465118;True;False;False;True
2024-02-13 08:00:00;2024-02-13 08:10:00;32.175333335995674;True;False;False;True
2024-02-13 08:10:00;2024-02-13 08:20:00;53.29166666666666;True;False;False;True
2024-02-13 08:20:00;2024-02-13 08:30:00;74.40799999733765;True;False;False;True
2024-02-13 08:30:00;2024-02-13 08:40:00;119.98933333158492;True;False;False;True
2024-02-13 08:40:00;2024-02-13 08:50:00;137.6293333346645;True;False;False;True
2024-02-13 08:50:00;2024-02-13 09:00:00;155.26933333774406;True;False;False;True
2024-02-13 09:00:00;2024-02-13 09:10:00;209.54333333174387;True;False;False;True
2024-02-13 09:10:00;2024-02-13 09:20:00;387.8326666653156;True;False;False;True
2024-02-13 09:20:00;2024-02-13 09:30:00;566.1219999988874;True;False;False;True
2024-02-13 09:30:00;2024-02-13 09:40:00;1019.3613333354392;True;False;False;True
2024-02-13 09:40:00;2024-02-13 09:50:00;1111.3986666674414;True;False;False;True
2024-02-13 09:50:00;2024-02-13 10:00:00;1203.4359999994435;True;False;False;True
2024-02-13 10:00:00;2024-02-13 10:10:00;1349.6859999994435;True;False;False;True
2024-02-13 10:10:00;2024-02-13 10:20:00;1430.6683333317435;True;False;False;True
2024-02-13 10:20:00;2024-02-13 10:30:00;1511.650666664044;True;False;False;True
2024-02-13 10:30:00;2024-02-13 10:40:00;1590.933333337307;True;False;False;True
2024-02-13 10:40:00;2024-02-13 10:50:00;1676.9353333339095;True;False;False;True
2024-02-13 10:50:00;2024-02-13 11:00:00;1762.937333330512;True;False;False;True
2024-02-13 11:00:00;2024-02-13 11:10:00;1898.010666668415;True;False;False;True
2024-02-13 11:10:00;2024-02-13 11:20:00;1601.81200000147;True;False;False;True
2024-02-13 11:20:00;2024-02-13 11:30:00;1305.6133333345254;True;False;False;True
2024-02-13 11:30:00;2024-02-13 11:40:00;1915.143999998768;True;False;False;True
2024-02-13 11:40:00;2024-02-13 11:50:00;1764.9919999986887;True;False;False;True
2024-02-13 11:50:00;2024-02-13 12:00:00;1614.8399999986093;True;False;False;True
2024-02-13 12:00:00;2024-02-13 12:10:00;673.4666666686535;True;False;False;True
2024-02-13 12:10:00;2024-02-13 12:20:00;664.391000000139;True;False;False;True
2024-02-13 12:20:00;2024-02-13 12:30:00;655.3153333316246;True;False;False;True
2024-02-13 12:30:00;2024-02-13 12:40:00;1123.7893333335717;True;False;False;True
2024-02-13 12:40:00;2024-02-13 12:50:00;1101.906000000735;True;False;False;True
2024-02-13 12:50:00;2024-02-13 13:00:00;1080.0226666678984;True;False;False;True
2024-02-13 13:00:00;2024-02-13 13:10:00;761.2406666676203;True;False;False;True
2024-02-13 13:10:00;2024-02-13 13:20:00;729.4039999991655;True;False;False;True
2024-02-13 13:20:00;2024-02-13 13:30:00;697.5673333307108;True;False;False;True
2024-02-13 13:30:00;2024-02-13 13:40:00;698.0106666684151;True;False;False;True
2024-02-13 13:40:00;2024-02-13 13:50:00;1071.3833333328366;True;False;False;True
2024-02-13 13:50:00;2024-02-13 14:00:00;1444.7559999972584;True;False;False;True
2024-02-13 14:00:00;2024-02-13 14:10:00;1481.9586666673422;True;False;False;True
2024-02-13 14:10:00;2024-02-13 14:20:00;941.6796666681768;True;False;False;True
2024-02-13 14:20:00;2024-02-13 14:30:00;401.4006666690111;True;False;False;True
2024-02-13 14:30:00;2024-02-13 14:40:00;1328.6866666674614;True;False;False;True
2024-02-13 14:40:00;2024-02-13 14:50:00;1467.8699999998012;True;False;False;True
2024-02-13 14:50:00;2024-02-13 15:00:00;1607.0533333321412;True;False;False;True
2024-02-13 15:00:00;2024-02-13 15:10:00;1430.1793333341682;True;False;False;True
2024-02-13 15:10:00;2024-02-13 15:20:00;1300.0289999991658;True;False;False;True
2024-02-13 15:20:00;2024-02-13 15:30:00;1169.8786666641631;True;False;False;True
2024-02-13 15:30:00;2024-02-13 15:40:00;1232.6346666663885;True;False;False;True
2024-02-13 15:40:00;2024-02-13 15:50:00;1100.0950000012915;True;False;False;True
2024-02-13 15:50:00;2024-02-13 16:00:00;967.5553333361944;True;False;False;True
2024-02-13 16:00:00;2024-02-13 16:10:00;808.5166666656734;True;False;False;True
2024-02-13 16:10:00;2024-02-13 16:20:00;766.1403333321214;True;False;False;True
2024-02-13 16:20:00;2024-02-13 16:30:00;723.7639999985695;True;False;False;True
2024-02-13 16:30:00;2024-02-13 16:40:00;119.82266666491826;True;False;False;True
2024-02-13 16:40:00;2024-02-13 16:50:00;83.764000001053;True;False;False;True
2024-02-13 16:50:00;2024-02-13 17:00:00;47.70533333718777;True;False;False;True
2024-02-13 17:00:00;2024-02-13 17:10:00;26.52533333003521;True;False;False;True
2024-02-13 17:10:00;2024-02-13 17:20:00;14.129333332180977;True;False;False;True
2024-02-13 17:20:00;2024-02-13 17:30:00;1.733333334326744;True;False;False;True
2024-02-13 17:30:00;2024-02-13 17:40:00;0.0;True;False;True;True
2024-02-13 17:40:00;2024-02-13 17:50:00;0.0;False;False;False;False
2024-02-13 17:50:00;2024-02-13 18:00:00;0.0;False;False;False;False
2024-02-13 18:00:00;2024-02-13 18:10:00;0.0;False;False;False;False
2024-02-13 18:10:00;2024-02-13 18:20:00;0.0;False;False;False;False
2024-02-13 18:20:00;2024-02-13 18:30:00;0.0;False;False;False;False
2024-02-13 18:30:00;2024-02-13 18:40:00;0.0;False;False;False;False
2024-02-13 18:40:00;2024-02-13 18:50:00;0.0;False;False;False;False
2024-02-13 18:50:00;2024-02-13 19:00:00;0.0;False;False;False;False
2024-02-13 19:00:00;2024-02-13 19:10:00;0.0;False;False;False;False
2024-02-13 19:10:00;2024-02-13 19:20:00;0.0;False;False;False;False
2024-02-13 19:20:00;2024-02-13 19:30:00;0.0;False;False;False;False
2024-02-13 19:30:00;2024-02-13 19:40:00;0.0;False;False;False;False
2024-02-13 19:40:00;2024-02-13 19:50:00;0.0;False;False;False;False
2024-02-13 19:50:00;2024-02-13 20:00:00;0.0;False;False;False;False
2024-02-13 20:00:00;2024-02-13 20:10:00;0.0;False;False;False;False
2024-02-13 20:10:00;2024-02-13 20:20:00;0.0;False;False;False;False
2024-02-13 20:20:00;2024-02-13 20:30:00;0.0;False;False;False;False
2024-02-13 20:30:00;2024-02-13 20:40:00;0.0;False;False;False;False
2024-02-13 20:40:00;2024-02-13 20:50:00;0.0;False;False;False;False
2024-02-13 20:50:00;2024-02-13 21:00:00;0.0;False;False;False;False
2024-02-13 21:00:00;2024-02-13 21:10:00;0.0;False;False;False;False
2024-02-13 21:10:00;2024-02-13 21:20:00;0.0;False;False;False;False
2024-02-13 21:20:00;2024-02-13 21:30:00;0.0;False;False;False;False
2024-02-13 21:30:00;2024-02-13 21:40:00;0.0;False;False;False;False
2024-02-13 21:40:00;2024-02-13 21:50:00;0.0;False;False;False;False
2024-02-13 21:50:00;2024-02-13 22:00:00;0.0;False;False;False;False
2024-02-13 22:00:00;2024-02-13 22:10:00;0.0;False;False;False;False
2024-02-13 22:10:00;2024-02-13 22:20:00;0.0;False;False;False;False
2024-02-13 22:20:00;2024-02-13 22:30:00;0.0;False;False;False;False
2024-02-13 22:30:00;2024-02-13 22:40:00;0.0;False;False;False;False
2024-02-13 22:40:00;2024-02-13 22:50:00;0.0;False;False;False;False
2024-02-13 22:50:00;2024-02-13 23:00:00;0.0;False;False;False;False
2024-02-13 23:00:00;2024-02-13 23:10:00;0.0;False;False;False;False
2024-02-13 23:10:00;2024-02-13 23:20:00;0.0;False;False;False;False
2024-02-13 23:20:00;2024-02-13 23:30:00;0.0;False;False;False;False
2024-02-13 23:30:00;2024-02-13 23:40:00;0.0;False;False;False;False
2024-02-13 23:40:00;2024-02-13 23:50:00;0.0;False;False;False;False
2024-02-13 23:50:00;2024-02-14 00:00:00;0.0;False;False;False;False
2024-02-14 00:00:00;2024-02-14 00:10:00;0.0;False;False;False;False
2024-02-14 00:10:00;2024-02-14 00:20:00;0.0;False;False;False;False
2024-02-14 00:20:00;2024-02-14 00:30:00;0.0;False;False;False;False
2024-02-14 00:30:00;2024-02-14 00:40:00;0.0;False;False;False;False
2024-02-14 00:40:00;2024-02-14 00:50:00;0.0;False;False;False;False
2024-02-14 00:50:00;2024-02-14 01:00:00;0.0;False;False;False;False
2024-02-14 01:00:00;2024-02-14 01:10:00;0.0;False;False;False;False
2024-02-14 01:10:00;2024-02-14 01:20:00;0.0;False;False;False;False
2024-02-14 01:20:00;2024-02-14 01:30:00;0.0;False;False;False;False
2024-02-14 01:30:00;2024-02-14 01:40:00;0.0;False;False;False;False
2024-02-14 01:40:00;2024-02-14 01:50:00;0.0;False;False;False;False
2024-02-14 01:50:00;2024-02-14 02:00:00;0.0;False;False;False;False
2024-02-14 02:00:00;2024-02-14 02:10:00;0.0;False;False;False;False
2024-02-14 02:10:00;2024-02-14 02:20:00;0.0;False;False;False;False
2024-02-14 02:20:00;2024-02-14 02:30:00;0.0;False;False;False;False
2024-02-14 02:30:00;2024-02-14 02:40:00;0.0;False;False;False;False
2024-02-14 02:40:00;2024-02-14 02:50:00;0.0;False;False;False;False
2024-02-14 02:50:00;2024-02-14 03:00:00;0.0;False;False;False;False
2024-02-14 03:00:00;2024-02-14 03:10:00;0.0;False;False;False;False
2024-02-14 03:10:00;2024-02-14 03:20:00;0.0;False;False;False;False
2024-02-14 03:20:00;2024-02-14 03:30:00;0.0;False;False;False;False
2024-02-14 03:30:00;2024-02-14 03:40:00;0.0;False;False;False;False
2024-02-14 03:40:00;2024-02-14 03:50:00;0.0;False;False;False;False
2024-02-14 03:50:00;2024-02-14 04:00:00;0.0;False;False;False;False
2024-02-14 04:00:00;2024-02-14 04:10:00;0.0;False;False;False;False
2024-02-14 04:10:00;2024-02-14 04:20:00;0.0;False;False;False;False
2024-02-14 04:20:00;2024-02-14 04:30:00;0.0;False;False;False;False
2024-02-14 04:30:00;2024-02-14 04:40:00;0.0;False;False;False;False
2024-02-14 04:40:00;2024-02-14 04:50:00;0.0;False;False;False;False
2024-02-14 04:50:00;2024-02-14 05:00:00;0.0;False;False;False;False
2024-02-14 05:00:00;2024-02-14 05:10:00;0.0;False;False;False;False
2024-02-14 05:10:00;2024-02-14 05:20:00;0.0;False;False;False;False
2024-02-14 05:20:00;2024-02-14 05:30:00;0.0;False;False;False;False
2024-02-14 05:30:00;2024-02-14 05:40:00;0.0;False;False;False;False
2024-02-14 05:40:00;2024-02-14 05:50:00;0.0;False;False;False;False
2024-02-14 05:50:00;2024-02-14 06:00:00;0.0;False;False;False;False
2024-02-14 06:00:00;2024-02-14 06:10:00;0.0;False;False;False;False
2024-02-14 06:10:00;2024-02-14 06:20:00;0.0;False;False;False;False
2024-02-14 06:20:00;2024-02-14 06:30:00;0.0;False;False;False;False
2024-02-14 06:30:00;2024-02-14 06:40:00;0.0;False;False;False;False
2024-02-14 06:40:00;2024-02-14 06:50:00;0.0;False;False;False;False
2024-02-14 06:50:00;2024-02-14 07:00:00;0.0;False;False;False;False
2024-02-14 07:00:00;2024-02-14 07:10:00;0.0;False;False;False;False
2024-02-14 07:10:00;2024-02-14 07:20:00;0.0;False;False;False;False
2024-02-14 07:20:00;2024-02-14 07:30:00;0.0;False;False;False;False
2024-02-14 07:30:00;2024-02-14 07:40:00;0.0;False;False;False;False
2024-02-14 07:40:00;2024-02-14 07:50:00;0.4363333334525427;True;True;False;True
2024-02-14 07:50:00;2024-02-14 08:00:00;0.8726666669050854;True;False;False;True
2024-02-14 08:00:00;2024-02-14 08:10:00;0.0;True;False;False;True
2024-02-14 08:10:00;2024-02-14 08:20:00;14.903333333631355;True;False;False;True
2024-02-14 08:20:00;2024-02-14 08:30:00;29.806666667262714;True;False;False;True
2024-02-14 08:30:00;2024-02-14 08:40:00;99.9846666653951;True;False;False;True
2024-02-14 08:40:00;2024-02-14 08:50:00;161.9456666658322;True;False;False;True
2024-02-14 08:50:00;2024-02-14 09:00:00;223.9066666662693;True;False;False;True
2024-02-14 09:00:00;2024-02-14 09:10:00;343.54866666595143;True;False;False;True
2024-02-14 09:10:00;2024-02-14 09:20:00;341.93700000147027;True;False;False;True
2024-02-14 09:20:00;2024-02-14 09:30:00;340.3253333369891;True;False;False;True
2024-02-14 09:30:00;2024-02-14 09:40:00;373.46733333170414;True;False;False;True
2024-02-14 09:40:00;2024-02-14 09:50:00;370.99299999823177;True;False;False;True
2024-02-14 09:50:00;2024-02-14 10:00:00;368.51866666475934;True;False;False;True
2024-02-14 10:00:00;2024-02-14 10:10:00;592.853333334128;True;False;False;True
2024-02-14 10:10:00;2024-02-14 10:20:00;558.0743333349625;True;False;False;True
2024-02-14 10:20:00;2024-02-14 10:30:00;523.295333335797;True;False;False;True
2024-02-14 10:30:00;2024-02-14 10:40:00;513.8399999986092;True;False;False;True
2024-02-14 10:40:00;2024-02-14 10:50:00;484.695000000298;True;False;False;True
2024-02-14 10:50:00;2024-02-14 11:00:00;455.5500000019868;True;False;False;True
2024-02-14 11:00:00;2024-02-14 11:10:00;576.9746666649977;True;False;False;True
2024-02-14 11:10:00;2024-02-14 11:20:00;661.3609999989469;True;False;False;True
2024-02-14 11:20:00;2024-02-14 11:30:00;745.7473333328962;True;False;False;True
2024-02-14 11:30:00;2024-02-14 11:40:00;922.0593333343664;True;False;False;True
2024-02-14 11:40:00;2024-02-14 11:50:00;1014.0066666677592;True;False;False;True
2024-02-14 11:50:00;2024-02-14 12:00:00;1105.9540000011525;True;False;False;True
2024-02-14 12:00:00;2024-02-14 12:10:00;958.9973333328962;True;False;False;True
2024-02-14 12:10:00;2024-02-14 12:20:00;952.4196666652958;True;False;False;True
2024-02-14 12:20:00;2024-02-14 12:30:00;945.8419999976952;True;False;False;True
2024-02-14 12:30:00;2024-02-14 12:40:00;1122.7333333343263;True;False;False;True
2024-02-14 12:40:00;2024-02-14 12:50:00;1037.5426666662097;True;False;False;True
2024-02-14 12:50:00;2024-02-14 13:00:00;952.3519999980928;True;False;False;True
2024-02-14 13:00:00;2024-02-14 13:10:00;961.6713333328564;True;False;False;True
2024-02-14 13:10:00;2024-02-14 13:20:00;1022.333000001808;True;False;False;True
2024-02-14 13:20:00;2024-02-14 13:30:00;1082.9946666707594;True;False;False;True
2024-02-14 13:30:00;2024-02-14 13:40:00;1181.7119999974966;True;False;False;True
2024-02-14 13:40:00;2024-02-14 13:50:00;891.5583333323399;True;False;False;True
2024-02-14 13:50:00;2024-02-14 14:00:00;601.4046666671832;True;False;False;True
2024-02-14 14:00:00;2024-02-14 14:10:00;584.2493333319823;True;False;False;True
2024-02-14 14:10:00;2024-02-14 14:20:00;606.5303333327174;True;False;False;True
2024-02-14 14:20:00;2024-02-14 14:30:00;628.8113333334526;True;False;False;True
2024-02-14 14:30:00;2024-02-14 14:40:00;683.4433333327373;True;False;False;True
2024-02-14 14:40:00;2024-02-14 14:50:00;770.8800000001986;True;False;False;True
2024-02-14 14:50:00;2024-02-14 15:00:00;858.3166666676599;True;False;False;True
2024-02-14 15:00:00;2024-02-14 15:10:00;875.1113333354393;True;False;False;True
2024-02-14 15:10:00;2024-02-14 15:20:00;597.9823333347837;True;False;False;True
2024-02-14 15:20:00;2024-02-14 15:30:00;320.8533333341281;True;False;False;True
2024-02-14 15:30:00;2024-02-14 15:40:00;391.0159999976556;True;False;False;True
2024-02-14 15:40:00;2024-02-14 15:50:00;392.09966666499776;True;False;False;True
2024-02-14 15:50:00;2024-02-14 16:00:00;393.18333333234;True;False;False;True
2024-02-14 16:00:00;2024-02-14 16:10:00;296.5533333321413;True;False;False;True
2024-02-14 16:10:00;2024-02-14 16:20:00;203.27133333434665;True;False;False;True
2024-02-14 16:20:00;2024-02-14 16:30:00;109.98933333655198;True;False;False;True
2024-02-14 16:30:00;2024-02-14 16:40:00;54.956666668256126;True;False;False;True
2024-02-14 16:40:00;2024-02-14 16:50:00;41.99766666690509;True;False;False;True
2024-02-14 16:50:00;2024-02-14 17:00:00;29.038666665554047;True;False;False;True
2024-02-14 17:00:00;2024-02-14 17:10:00;23.269333332777023;True;False;False;True
2024-02-14 17:10:00;2024-02-14 17:20:00;11.634666666388512;True;False;False;True
2024-02-14 17:20:00;2024-02-14 17:30:00;0.0;True;False;False;True
2024-02-14 17:30:00;2024-02-14 17:40:00;0.0;True;False;True;True
